ID du Bilan GES,Type de structure,Type de collectivité,Raison sociale / Nom de l'entité,Année de reporting,Date de publication,Mode de consolidation,Descriptif sommaire de l'activité,SIREN,Libellé,Région,Ville,Emissions publication P1 - tCO2e,Emissions publication P2 - tCO2e,Emissions publication P3 - tCO2e,Emissions publication P4 - tCO2e,Emissions publication P5 - tCO2e,Emissions publication P6 - tCO2e,Emissions publication P7 - tCO2e,Emissions publication P8 - tCO2e,Emissions publication P9 - tCO2e,Emissions publication P10 - tCO2e,Emissions publication P11 - tCO2e,Emissions publication P12 - tCO2e,Emissions publication P13 - tCO2e,Emissions publication P14 - tCO2e,Emissions publication P15 - tCO2e,Emissions publication P16 - tCO2e,Emissions publication P17 - tCO2e,Emissions publication P18 - tCO2e,Emissions publication P19 - tCO2e,Emissions publication P20 - tCO2e,Emissions publication P21 - tCO2e,Emissions publication P22 - tCO2e,Emissions publication P23 - tCO2e
5063,Entreprise,,Pernod SAS,1/1/2019,4/28/2020,Opérationnel,"L'activité est organisée autour de deux métiers : la production et la distribution de vins et spiritueux._x000D_
La société Pernod distribue aussi des marques de spiritueux fabriqués par d'autres filiales du groupe Pernod Ricard : 51, Suze, Aberlour, Havana club, etc. _x000D_
",302208301.0,Production de boissons alcooliques distillées,,Creteil,765.0,1289.0,,,,285.00,,,,,,,,,,,,,,,,,
5064,Collectivité territoriale (dont EPCI),Communauté Urbaine,Communauté urbaine de Dunkerque,1/1/2018,4/28/2020,,,,,Hauts de France,,326.0,8494.0,3959.0,34.0,,460.00,12521.00,3309.00,1579.00,3753.00,30536.00,9.00,52.00,0.00,0.00,442.00,0.00,0.00,0.00,0.00,0.0,1245.0,0.0
5073,Entreprise,,Fromageries Occitanes,1/1/2018,11/4/2020,Opérationnel,Fabrication affinage conditionnement de fromages,397815754.0,Fabrication de fromage,,Toulouse,9045.23,302.48,,453.68,134.27,2375.14,,,,,,,,,,,,,,,,,
5083,Entreprise,,Laboratoires Arkopharma,1/1/2018,5/12/2020,Opérationnel,"Arkopharma fabrique des produits pharmaceutiques, diététiques et cosmétiques. Ils relèvent notamment de la phytothérapie, la vitaminothérapie et la minéralothérapie._x000D_
",307378489.0,Fabrication de préparations pharmaceutiques,,CARROS,87.3,701.0,0.0,139.6,0.0,785.40,0.00,,,,,,,,,,,,,,,,
5093,Entreprise,,CNP Assurances,1/1/2019,5/7/2020,Opérationnel,Pratiquer des opérations d'assurances sur la vie et de capitalisation et des opérations couvrant les risques de dommages corporels liées aux accidents et à la maladie ,341737062.0,Assurance vie,,PARIS,292.0,1250.0,0.0,462.0,0.0,817.00,671.00,324.00,22607.00,4571.00,66.00,74.00,1075.00,0.00,0.00,23.00,229.00,0.00,0.00,0.00,0.0,1835.0,0.0
5094,Entreprise,,Aepsilon,1/1/2019,5/7/2020,Opérationnel,Société de conseil en transformation numérique. ,509778544.0,Conseil en systèmes et logiciels informatiques,,Valbonne,389.0,0.0,0.0,0.0,0.0,1.00,1.00,241.00,334.00,110.00,0.00,12497.00,14161.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,22620.0,0.0
5096,Entreprise,,CRIT,1/1/2020,7/3/2020,Opérationnel,Travail Temporaire ,451329908.0,Activités des agences de travail temporaire,,Paris,188.0,1033.0,0.0,27.0,0.0,157.00,0.00,658.00,,,,,,,,,,,,,,,
5102,Entreprise,,URSSAF,1/1/2018,10/8/2020,Opérationnel,Bilan Ges,795120039.0,Activités générales de sécurité sociale,,Olivet,156.0,164.0,,,,61.35,,29.75,111.12,575.16,4.57,,6.57,,,,,,,,,529.09,220.28
5103,Etablissement public,,CENTRE HOSPITALIER ERSTEIN,1/1/2018,5/13/2020,Opérationnel,"Centre hospitalier spécialisé en psychatrie enfant et adulte. Contenant également un EHPAD, un UHR et un USLD._x000D_
Les patients sont selon les pathologies en unités ouvertes ou fermées. ",266700319.0,Activités hospitalières,,ERSTEIN,193.0,71.0,,23.0,,86.00,1798.00,266.00,,,,,,,,,,,,,,,
5104,Entreprise,,Credit Agricole.SA,1/1/2019,5/14/2020,Opérationnel,Banque,784608416.0,Activités de banque centrale,,Montrouge,398.0,120.0,0.0,21.0,0.0,407.00,0.00,319.00,40856.00,1739.00,67.00,7.00,1811.00,0.00,0.00,258.00,6.00,0.00,0.00,0.00,0.0,1945.0,0.0
5107,Collectivité territoriale (dont EPCI),Communauté d'agglomération,BEAUNE COTE ET SUD-COMMUNAUTE BEAUNE-CHAGNY-NOLAY,1/1/2018,6/5/2020,,,,,Bourgogne-Franche-Comté,,317.04,2184.46,908.29,15.84,0.0,44.99,26.86,575.85,2027.82,1211.82,2072.90,33.03,0.00,0.00,0.00,0.00,98.00,0.00,0.00,0.00,0.0,544.01,211.92
5111,Entreprise,,CELIO FRANCE,1/1/2017,6/8/2020,Opérationnel,Commerce de détail d'habillement en magasin spécialisé,313334856.0,Commerce de détail d'habillement en magasin spécialisé,,SAINT-OUEN,116.25,284.67,0.0,120.6,0.0,1309.80,,612.30,,,,,,,,,,,,,,,
5113,Entreprise,,Xerox SAS,1/1/2018,5/22/2020,Opérationnel,"Xerox SAS intervient dans le secteur d'activité du commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau de type imprimante. Plus particulièrement, elle assure la commercialisation de solutions techniques de gestion de documents pour les entreprises.",602055311.0,Réparation d'ordinateurs et d'équipements périphériques,,Villepinte,,343.0,,156.0,,80.00,,,,,,,,,,,,,,,,,
5114,Entreprise,,Xerox Technology Services,1/1/2018,5/22/2020,Opérationnel,Xerox Technology Services est une société spécialisée dans le secteur d'activité du commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau de type imprimante. Elle opère sur plusieurs bâtiments et utilise une flotte de véhicule.,493394662.0,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",,Villepinte,,2093.0,,647.0,,260.00,,,,,,,,,,,,,,,,,
5122,Etablissement public,,CROUS de Créteil,1/1/2019,5/26/2020,Opérationnel,"Le Centre régional des ?uvres universitaires et scolaires de Créteil (CROUS) est un établissement public placé sous la tutelle du Ministère de l'Enseignement supérieur, de la recherche et de l'innovation. Il a pour mission d'améliorer les conditions de vie et de travail des étudiants de l'académie de Créteil.",189400047.0,Action sociale sans hébergement n.c.a.,,Créteil Cedex,2868.0,57.02,,,,577.00,1695.00,1048.00,,,,,,,,,,,,,,,
5125,Entreprise,,ATLANTIC INDUSTRIE,1/1/2019,6/8/2020,Opérationnel,Fabrication d'équipements de chauffage et de chauffe eau,352529499.0,Fabrication d'appareils électroménagers,,LA ROCHE SUR YON,3754.0,8.0,250.0,0.0,0.0,464.00,0.00,1003.00,0.00,0.00,333.00,537.00,0.00,0.00,0.00,0.00,0.00,0.00,9616.00,0.00,0.0,0.0,0.0
5126,Entreprise,,Canon Bretagne,1/1/2019,6/17/2020,Opérationnel,"Production et recyclage de consommables informatiques, assemblage de produits, service après-vente, partenariat industriel. ",327991774.0,Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques),,LIFFRE,0.0,18.67,0.47,166.06,,427.70,0.00,140.18,,,,,,,,,,,,,,,
5130,Entreprise,,Quadient France,1/1/2019,9/2/2020,Opérationnel,"Quadient est à l'origine des expériences client les plus significatives. En se concentrant sur quatre grands domaines d'activité, la Gestion de l'Expérience client, l'Automatisation des Processus métier, les Solutions liées au Courrier et les Consignes Colis automatiques, Quadient aide quotidiennement des centaines de milliers d'entreprises à construire des liens durables avec leurs clients et à leur offrir une expérience client d'exception.",378778542.0,Location et location-bail de machines de bureau et de matériel informatique,,Rueil Malmaison,,1495.5,,54.31,,25.66,1.24,403.03,,,,,174.46,,,,,,,,,,
5131,Entreprise,,DS SMITH PACKAGING NORD-EST,1/1/2018,6/3/2020,Opérationnel,Fabrication de carton ondulé,508031523.0,Fabrication de carton ondulé,,Kunheim,43.0,432.0,0.0,0.0,,1864.00,12616.00,,,,,,,,,,,,,,,,
5134,Entreprise,,ETABLISSEMENTS POULINGUE,1/1/2018,6/4/2020,Opérationnel,Entreprise du BTP spécialisée dans la construction bois et dans les travaux de dépollution.,386780118.0,Travaux de charpente,,Beuzeville,200.0,539.0,0.0,0.0,0.0,17.00,0.00,195.00,0.00,342.00,31.00,121.00,0.00,0.00,0.00,0.00,352.00,0.00,0.00,0.00,0.0,268.0,0.0
5136,Entreprise,,SOPREMA SAS,1/1/2019,6/19/2020,Opérationnel,"Conception, développement, fabrication de : - Membranes d'étanchéités bitumineuses, liquides, synthétiques - Matériaux isolants à base de polyuréthane, XPS - Matériaux d'isolation acoustiques, de panneaux asphaltiques  et d'isolants réfléchissants",314527557.0,"Fabrication de plaques, feuilles, tubes et profilés en matières plastiques",,Strasbourg,11382.2,1132.7,,,0.0,879.10,0.00,,,,,,,,,,,,,,,,
5137,Etablissement public,,Centre Départemental de Repos et de Soins de Colmar,1/1/2019,6/2/2020,Opérationnel,"Le Centre Départemental de Repos et de Soins de Colmar est un établissement public de santé accueillant des personnes âgées, des personnes en situation de handicap et des personnes handicapées vieillissantes.  ",266800036.0,Activités hospitalières,,Colmar,161.85,27.0,,15.69,,97.39,468.09,131.38,,,,,,,,,,,,,,,
5138,Entreprise,,RICOH INDUSTRIE FRANCE SAS,1/1/2019,6/26/2020,Opérationnel,Production de papier thermique et remise à neuf/ recyclage de produits bureautiques,341095735.0,Fabrication de papier et de carton,,WETTOLSHEIM,5392.0,12.0,,,215.0,878.00,,1534.00,,,,,,,,,,,,,,,
5140,Etablissement public,,CENTRE HOSPITALIER DE RIOM,1/1/2019,7/9/2020,Opérationnel,"Activités hospitalières, EHPAD et formation",266307867.0,Activités hospitalières,,RIOM,14.69,35.79,74.24,2.99,0.0,76.25,158.38,,,,,,,,,,,,,,,,
5141,Etablissement public,,Commissariat à l'Energie Atomique et aux énergies alternatives,1/1/2019,12/16/2020,Opérationnel,"Le Commissariat à l'énergie atomique et aux énergies alternatives (CEA) est un établissement public de recherche à caractère scientifique, technique et industriel (EPSTI), assimilé à un EPIC. Acteur majeur de la recherche, du développement et de l'innovation, le CEA intervient dans quatre domaines : la défense et la sécurité, les énergies nucléaires et renouvelables, la recherche technologique pour l'industrie et la recherche fondamentale (sciences de la matière et sciences de la vie). Les activ",775685019.0,Recherche-développement en autres sciences physiques et naturelles,,PARIS,47991.69,6111.84,0.0,4555.8,0.0,29750.10,4032.32,24879.15,0.00,0.00,0.00,0.00,14027.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,30850.41,0.0
5142,Entreprise,,SOPREMA ENTREPRISES,1/1/2019,6/18/2020,Opérationnel,"SOPREMA Entreprises est un réseau de plusieurs dizaines d'Agences réparties sur le territoire français- l'entreprise est spécialisée dans l'ensemble des applications concernant l'enveloppe des bâtiments et notamment l'isolation, l'étanchéité, le bardage ",485197552.0,Travaux d'étanchéification,,Strasbourg,3191.7,9594.9,,,,26.10,,,,,,,,,,,,,,,,,
5149,Association,,ASEI,1/1/2019,6/8/2020,Opérationnel,L'ASEI est une association reconnue d'utilité publique gérant des établissements médico-sociaux et sanitaires.,775581226.0,Activités des sièges sociaux,,RAMONVILLE SAINT-AGNE,2614.0,0.0,0.0,181.0,0.0,364.00,0.00,562.00,6752.00,1514.00,746.00,0.00,53.00,909.00,354.00,371.00,99.00,0.00,355.00,0.00,0.0,3766.0,0.0
5152,Etablissement public,,Centre Hospitalier GEORGES CLAUDINON,1/1/2019,6/8/2020,Financier,Le Centre Hospitalier Georges Claudinon possède une double vocation : activité sanitaire avec 89 lits de Soins de Suite et de Réadaptation répartis en quatre unités spécialisées et  activité gériatrique avec 174 lits de soins de longues durées répartis en 5 services EHPAD.,264200064.0,Activités hospitalières,,LE CHAMBON-FEUGEROLLES,426.0,3.0,,,,17.00,,66.00,,,,,,,,,,,,,,,
5155,Etablissement public,,CENTRE HOSPITALIER LUCIEN HUSSEL,1/1/2019,6/9/2020,Financier,"Etablissement de soins disposant de structures intra et extra hospitalières pour la prise en charge des patients d'une capacité : 650 lits et 82 places : pôle Médecine Urgences = 206 lits + 35 places HAD + 15 places Médecine et SSR, pôle Chirurgie Médicotechnique = 58 lits + 12 places, pôle Femme-Mère-Enfant = 48 lits + 2 places, pôle Gérontologie = 338 lits + 18 places, IFSI capacité d'accueil 248.",263800328.0,Activités hospitalières,,VIENNE,1091.0,95.0,,537.0,,157.00,,198.00,,,,,,,,,,,,,,,
5156,Etablissement public,,GCS de Blanchisserie à Vienne,1/1/2019,6/9/2020,Financier,Blanchisserie Industrielle Hospitalière : Groupement de coopération sanitaire pour le traitement du linge d'hospitalisation et de tenues professionnelles de 8 établissements de soins.,263811101.0,Activités hospitalières,,VIENNE,367.0,25.0,,,,4.00,,60.00,,,,,,,,,,,,,,,
5157,Etablissement public,,GCS RESTAURATION CH VIENNE,1/1/2019,6/9/2020,Financier,Groupement de coopération sanitaire pour la production de repas,380018200.0,Restauration traditionnelle,,VIENNE,18.0,12.0,,,,16.00,,7.00,,,,,,,,,,,,,,,
5161,Entreprise,,WeNow SAS,1/1/2019,6/9/2020,Financier,"WeNow est une société recommandée par l'ONU qui conçoit et commercialise une solution connectée aux véhicules pour mesurer, réduire et contribuer au financement de projets de séquestration carbone. ",808051502.0,"Ingénierie, études techniques",,Saint-Germain-en-Laye,0.0,0.0,0.0,0.0,0.0,0.16,,,207.78,,,1.28,3.46,,,,,,,,,,2.76
5163,Entreprise,,ORAK,1/1/2019,7/16/2020,Opérationnel,"Orak, entretient et rénove  la moquette des entreprises grandes utilisatrices de sol textile (bureaux, espaces réceptifs tels que des hôtels, des lieux grand public?)._x000D_
",503110835.0,Autres activités de nettoyage des bâtiments et nettoyage industriel,,Villebon sur Ivette,1.5,48.0,0.0,0.0,0.0,1.20,0.00,12.80,14.60,0.00,3.80,2.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.0,0.0,0.0
5166,Etablissement public,,Université Lyon 2,1/1/2011,6/11/2020,Opérationnel,"L'Université Lumière Lyon 2 est un EPSCP, établissement public à caractère scientifique, culturel et professionnel, intervenant dans le domaine d'activité de l'enseignement supérieur (8542Z)",196917751.0,Enseignement supérieur,,LYON,1610.05,19.0,0.0,0.0,0.0,542.00,688.00,303.00,,,,,,,,,,,,,,,
5167,Etablissement public,,Université Lyon 2,1/1/2019,7/24/2020,Opérationnel,"l'activité : 	L'Université Lumière Lyon 2 est un EPSCP, établissement public à caractère scientifique, culturel et professionnel, intervenant dans le domaine d'activité de l'enseignement supérieur (8542Z) ",196917751.0,Enseignement supérieur,,LYON,1339.61,16.76,,36.3,,366.23,503.18,283.94,,,,,,,,,,,,,,,
5170,Collectivité territoriale (dont EPCI),Communauté d'agglomération,Loire Forez agglomération,1/1/2020,6/15/2020,,,,,Auvergne-Rhône-Alpes,,775.0,365.0,0.0,0.0,172.0,oui,oui,oui,,,,,,,,,,,,,,,
5171,Etablissement public,,Centre Hospitalier de RAMBOUILLET,1/1/2019,6/15/2020,Opérationnel,"Etablissement de soins : _x000D_
Activité Médecine- Obstétrique- Chirurgie - 457 lits et places, dont 160 lits d'EHPAD (Etablissement d'Hébergement de Personnes Agées Dépendantes) et 80 places de SSIAD (Service de Soins Infirmiers à Domicile)._x000D_
",267800076.0,Activités hospitalières,,RAMBOUILLET,1544.0,25.0,,,,128.00,,243.00,,,,4.00,,,,,,,,,,,
5173,Etablissement public,,Avignon Université,1/1/2019,6/18/2020,Opérationnel,"Avignon Université accueille 7500 étudiants et forge son image scientifique à travers deux axes identitaires que sont la culture, le patrimoine et les sociétés numériques et les Agrosciences.",198406852.0,Enseignement supérieur,,Avignon cedex 1,399.89,33.52,,33.74,,138.55,,154.98,,,,,,,,,,,,,,,
5174,Entreprise,,VILMORIN SA,1/1/2019,6/22/2020,Opérationnel,Semencier,562050864.0,"Culture de légumes, de melons, de racines et de tubercules",,LA MENITRE,3311.64,334.44,0.0,131.97,0.0,948.46,0.00,,,,,,,,,,,,,,,,
5180,Entreprise,,Conserverie CHANCERELLE,1/1/2019,7/1/2020,Opérationnel,"Plus ancienne conserverie de sardines au monde encore en activité, Connétable s'applique, depuis 1853, à conjuguer poisson de qualité avec recettes fines et variées pour offrir aux gourmands des produits toujours plus savoureux. Une connaissance exceptionnelle du poisson, transmise de génération en génération, une fabrication alliant méthodes artisanales d'autrefois et procédés de fabrication modernes?_x000D_
",443146873.0,"Transformation et conservation de poisson, de crustacés et de mollusques",,DOUARNENEZ,2611.65,272.83,3.82,,,348.31,0.00,,,,,,,,,,,,,,,,
5181,Etablissement public,,Centre Hospitalier Guillaume Régnier,1/1/2019,6/19/2020,Opérationnel,"Le CH Guillaume Régnier assure la prise en charge de la santé mentale sur 9 secteurs de psychiatrie adulte (soit une population de 710 603 habitants sur les 1 007 901 recensés en 2012 pour le département d'Ille et Vilaine) et 3 secteurs de psychiatrie de l'enfant et de l'adolescent (soit une population de 197 679 habitants âgés de moins de 16 ans, recensés en 2012). ",263500142.0,Activités hospitalières,,Rennes Cedex 7,1545.03,413.19,,490.37,,327.06,11.34,580.88,,,,,,,,,,,,,,,
5183,Etablissement public,,EPSM Marne,1/1/2019,10/21/2020,Opérationnel,"L'Etablissement Public de Santé Mentale de la Marne porte 7 pôles de psychiatrie adulte dont 1 pôle de psychiatrie universitaire, 1 pôle de psychiatrie de la personne âgée, 2 pôles de psychiatrie infanto-juvénile, 1 pôle médico-social (Maison d'Accueil Spécialisée), 1 pôle d'addictologie, 1 pôle de psychiatrie médico-légale, 1 pôle de médecine générale. Il assure à ce titre la couverture de la totalité de la population marnaise adulte et de la moitié de la population mineure au titre de la psych",265109157.0,Activités hospitalières,,CHALONS-EN-CHAMPAGNE,3145.0,259.0,0.0,0.0,0.0,152.00,,337.00,,,,,,,,,,,,,,,
5184,Entreprise,,Sabena technics DNR,1/1/2018,6/22/2020,Opérationnel,Travaux de maintenance et de peinture sur aéronefs et éléments d'aéronef,328905997.0,Réparation et maintenance d'aéronefs et d'engins spatiaux,,SAINT LUNAIRE,340.0,74.0,0.0,30.0,0.0,150.00,0.00,,,,,,,,,,,,,,,,
5186,Etablissement public,,CENTRE HOSPITALIER LA CHATRE,1/1/2019,6/23/2020,Financier,Etablissement de soins,263600066.0,Activités hospitalières,,LA CHATRE,772.0,31.0,,10.0,,60.00,,172.00,,,,39.00,,,,,,,,,,,
5188,Entreprise,,Veolia Eau d'Ile de France,1/1/2018,9/22/2020,Opérationnel,"Veolia Eau d'Ile-de-France est une filiale de Veolia Environnement, chargée de produire et de distribuer l'eau potable pour le compte du SEDIF (Syndicat des Eaux d'Ile-de-France). Le territoire du SEDIF compte 151 communes soit 4,6 millions d'usagers. ",524334943.0,"Captage, traitement et distribution d'eau",,Nanterre Cedex,773.0,927.0,1129.0,1157.0,,,,1258.00,8331.00,,3437.00,11720.00,13607.00,960.00,105.00,1996.00,2009.00,98.00,,,,197.0,276.0
5193,Etablissement public,,CENTRE HOSPITALIER DE VERNEUIL SUR AVRE,1/1/2019,6/24/2020,Opérationnel,"Le Centre Hospitalier de Verneuil est un établissement public de santé, localisé au Sud du département de l'Eure (27), dans la région Normandie.",262702830.0,Activités hospitalières,,VERNEUIL D'AVRE ET D'ITON,562.0,44.0,,5.0,,36.00,,97.00,,,,43.00,,,,,,,,,,,
5196,Etablissement public,,Centre hospitalier du Pays d'Aix,1/1/2019,6/24/2020,Opérationnel,MCO,200029320.0,Activités hospitalières,,Aix en provence,1609.21,59.0,,,,721.00,,518.00,,,,,,,,,,,,,,,
5201,Etablissement public,,EPIC T2C,1/1/2018,7/1/2020,Opérationnel,"T2C met en ?uvre, développe et commercialise le service de transport en commun sur le périmètre de transport urbain de l'agglomération clermontoise comprenant 23 communes et ce dans le cadre défini par l'Autorité Organisatrice le SMTC (Syndicat Mixte des Transports en Commun)",789515160.0,Transports urbains et suburbains de voyageurs,,CLERMONT-FERRAND,531.88,8876.96,0.0,0.0,0.0,523.00,0.00,2327.00,3364.00,4507.00,145.00,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,1465.0
5205,Etablissement public,,Centre Hospitalier des Pyrénées,1/1/2018,9/2/2020,Opérationnel,"Activités hospitalières : prise en compte des troubles de santé mentale (sur l'ensemble du territoire de Béarn et Soule, avec des implantations sur une quinzaine de communes).",266405612.0,Activités hospitalières,,Pau,2159.47,170.15,0.03,6.68,,127.42,,,,,,,,,,,,,,,,,
